"gene_id","Control72h1","Control72h2","Control72h3","OVA72h1","OVA72h2","OVA72h3","OVA72h4"
"Fbn1",32.20071724,37.25815801,45.79875882,60.10628702,46.18372089,37.42625051,51.45263611
"Fbn2",0.812923713,0.20149283,0.982810445,0.456500891,0.319335487,0.439210868,0.129540709
"Fbp1",0.589408889,0.407490209,0.49387174,2.7620572,2.266968252,1.267663637,2.691864687
"Fbp2",3.568742154,2.975632147,2.069939408,3.627232829,3.478521766,3.652235139,3.138686243
"Fbrs",24.60388915,29.16008351,30.70140372,15.60794512,18.0892661,17.71103447,20.47013535
"Fbrsl1",12.3159451,9.575955766,17.15275232,7.167863738,8.622665781,9.867660475,10.02353979
"Fbxl12",5.127641836,6.217198949,6.160186283,3.757891357,4.207535105,2.298724375,4.12706533
"Fbxl13",1.664423205,1.410035461,1.831660378,1.340638598,0.756587396,1.928321057,1.997442077
"Fbxl14",13.32875065,12.74425939,13.54995575,13.77452255,11.67522459,11.55572886,11.01527243
"Fbxl15",0.130487955,0.115263284,0.168740907,0.244100439,0.196485045,0.148482978,0.227964432
"Fbxl16",1.552726671,0.912119221,1.401510793,0.605900485,1.087842931,0.82209073,1.273987012
"Fbxl17",12.70772145,14.18388898,15.92041629,7.875118691,7.670759527,9.174107855,8.212039055
"Fbxl18",1.34496541,1.685776975,1.727267079,1.005414227,1.000965765,0.897007167,1.210333373
"Fbxl19",2.557490491,2.46315627,2.712064084,1.816949979,2.142413818,2.141774369,2.233057141
"Fbxl2",1.085291301,1.915120692,0.996841369,1.893928183,1.750045574,1.250489128,1.836752471
"Fbxl20",18.04906273,22.9769891,23.74023424,9.965077423,10.42483777,12.33200024,12.13364771
"Fbxl21",0.118711951,0.193476379,0.26696459,0.073088842,0.07533078,0.113529977,0.180474404
"Fbxl22",0.545306612,0.933343052,0.632023441,1.581817451,1.763227751,1.25939165,1.942460355
"Fbxl3",44.34049804,43.01617196,45.63725931,32.04054309,34.53124026,35.55387445,33.32681546
"Fbxl4",11.87002834,12.53633763,11.43896559,12.34215983,11.66903546,15.33769371,11.55616923
"Fbxl5",32.67447149,32.75028425,32.78107465,29.82089258,31.88593346,32.91537193,34.45002849
"Fbxl6",11.28300774,14.00565301,12.22666527,11.44302285,10.08593878,12.00445748,12.39540817
"Fbxl7",2.414388142,2.555934186,2.655758921,1.294843782,0.995022928,1.041342306,1.168953688
"Fbxl8",1.51612302,1.627649234,1.76482816,1.426167454,1.468510831,1.251686743,1.96096847
"Fbxo10",8.398728166,9.046336066,10.13110426,3.618974785,4.419025924,5.637422294,5.735931917
"Fbxo11",23.85094479,26.4619207,27.85907587,16.87206765,16.48753956,19.55795895,16.84096436
"Fbxo15",0.120314206,0.158135628,0.095838158,0.214250838,0.429875094,0.176551835,0.124091952
"Fbxo16",1.926055896,2.3120108,1.3576545,1.472932816,2.087630463,1.520962201,2.293889801
"Fbxo17",0.573116959,0.944241565,0.825735097,0.508183769,0.476343168,0.631225341,0.534159995
"Fbxo2",0.919988681,1.500189416,0.944351082,0.975034944,1.682639427,1.370908249,1.440830024
"Fbxo21",15.15496102,14.1106177,17.084722,9.461442222,8.779013694,9.160102888,10.17237098
"Fbxo22",16.35606262,16.80472734,17.09517725,18.18337425,16.65829065,17.20521028,17.8602736
"Fbxo24",0.740833074,0.963602804,1.070673739,0.355348813,0.429774284,0.414497477,0.751819352
"Fbxo25",5.863888744,5.033016312,5.472964602,5.518018046,4.928831156,5.275252331,5.538774428
"Fbxo27",0.195447628,0.146029457,0.08257845,0.127817516,0.118245383,0.19385109,0.194532748
"Fbxo28",9.101529443,8.821744949,10.21248325,8.552444531,9.063600199,8.679768471,8.202567648
"Fbxo3",22.15986254,21.48860216,21.65401461,18.34616019,18.91982897,19.54812594,20.48175713
"Fbxo30",12.12490339,10.62363612,12.35393939,6.004790331,7.78696641,6.755387725,5.454001966
"Fbxo31",10.97434092,15.53198239,14.21626055,4.825521985,4.215681705,6.041588122,4.70038082
"Fbxo32",13.20718706,16.71655503,15.7502409,6.223921716,6.676139172,8.123121203,7.846653395
"Fbxo33",29.20179838,30.12545273,29.34390376,38.01279154,34.91139154,35.47822791,34.76716112
"Fbxo34",3.407396811,3.550383931,3.487426008,3.289784186,4.429162621,3.953878198,5.031094943
"Fbxo36",3.975159556,3.874385856,2.837446464,5.25910976,4.518017358,4.723515079,6.327019988
"Fbxo38",20.02401108,23.21862108,22.42084623,16.84789136,18.20619784,18.93147445,18.83753007
"Fbxo39",0,0.089328277,0.047749482,0.057872847,0.028312783,0.008310527,0.080009649
"Fbxo4",3.285508149,3.519887751,2.915791773,4.552404919,4.212054366,3.816923353,3.476093415
"Fbxo40",0.226996464,0.512395816,0.066401329,0.178752737,0.064716201,0.060462639,0.190316322
"Fbxo41",0.026182445,0,0.043363011,0.08219598,0,0.079663214,0.012101731
"Fbxo42",13.78614897,14.45438881,16.60563393,9.402430789,9.276115103,9.860671669,10.28442542
"Fbxo43",0.019554286,0,0.042961916,0.035164992,0.027597126,0.129737529,0.239892017
"Fbxo44",2.7190324,2.65000312,2.087009797,1.933641127,2.755058535,1.599727499,2.768021866
"Fbxo45",16.84732257,14.96610827,19.31318266,16.226205,16.23001994,16.70012374,17.08508584
"Fbxo46",4.998988623,4.807775507,5.071274869,4.973021361,3.567367154,4.701906746,4.600390688
"Fbxo47",0.41373252,0.460290732,0.250111776,0.466859376,0.059918766,0.435353883,0.349739167
"Fbxo48",0.2391284,0.369028971,0.381286526,0.389363489,0.188711488,0.681506727,0.515732941
"Fbxo5",0.779357038,1.160196465,0.897089146,1.993364919,1.548056707,1.606453289,1.413783847
"Fbxo6",9.329705737,8.148474327,9.308165513,8.633665837,9.839023924,11.78162311,11.06078423
"Fbxo7",9.81455448,12.07136883,9.759620549,10.08172994,9.246591983,9.467693957,10.84563545
"Fbxo8",13.21149132,13.62135354,12.3869871,13.6540322,14.60123849,14.09492792,14.30529343
"Fbxo9",12.72163041,12.96353358,14.11903096,10.03379932,10.57007247,10.66783866,10.18964628
"Fbxw10",0.673077422,0.586395051,0.615334113,0.880205879,0.743181349,0.432914586,0.395853402
"Fbxw11",64.72119808,62.39473584,64.00385493,54.17171748,62.24810305,54.20297913,58.79683147
"Fbxw13",0,0,0,0.062813017,0,0,0.09873909
"Fbxw14",0,0,0,0,0,0,0
"Fbxw15",0,0.025387743,0,0.104110644,0,0,0
"Fbxw16",0,0,0,0,0,0,0
"Fbxw17",8.023733714,8.05778078,5.444210109,7.5316737,6.864540137,7.576740472,7.477727777
"Fbxw18",0,0.015403534,0,0,0,0,0
"Fbxw19",0,0,0,0,0,0,0
"Fbxw2",80.19691849,77.48447945,75.9653948,70.92738894,68.80807367,73.24439876,71.10163916
"Fbxw20",0,0,0,0,0,0,0
"Fbxw21",0,0,0,0,0,0,0
"Fbxw22",0,0,0,0,0,0,0
"Fbxw24",0,0,0,0,0.071331253,0,0.09828008
"Fbxw26",0,0,0,0,0,0.015645338,0
"Fbxw27",0,0,0,0,0,0,0
"Fbxw28",0,0,0,0,0,0,0
"Fbxw4",5.866635814,6.307740479,6.370430679,5.17874427,4.514983372,5.35921232,5.128927735
"Fbxw5",8.822077749,8.410043647,8.44034805,6.993543202,7.943644869,8.141058507,7.735211993
"Fbxw7",14.87022268,18.53595106,18.75799302,13.02707668,13.23658641,13.97394319,15.22142514
"Fbxw8",84.71960516,83.00761339,83.55851987,54.81011401,57.1673494,64.39104997,63.04269706
"Fbxw9",12.35630296,16.25781695,15.65840035,11.47982515,9.114474526,13.6082364,14.13560854
"Fcamr",4.543813085,11.84027154,5.922410394,7.872667468,11.68184965,8.813349798,10.4213917
"Fcer1a",0.084047588,0,0.258686885,0.449356237,0.281335901,0.38803816,0.090329771
"Fcer1g",35.13937526,35.61857111,28.19455745,121.3883142,101.4929738,79.59438736,102.3990747
"Fcer2a",0.387017551,3.114963007,0.467675788,3.806949788,4.130425175,1.549872023,3.158429922
"Fcf1",10.26552375,11.15970985,9.956129893,16.21667958,14.76797346,15.55796206,15.21005022
"Fcgbp",3.502762044,2.944097135,1.940439198,63.14180943,21.33781933,124.1583019,45.01791754
"Fcgr1",7.779443656,4.707531053,7.199654998,9.046874925,8.354197829,9.625339424,9.08284155
"Fcgr2b",12.92224034,20.50817063,11.71860447,210.3997388,163.1288074,138.4303152,181.1215067
"Fcgr3",26.46062157,24.36289966,25.48983818,125.9610719,108.0804101,44.78342231,57.71981923
"Fcgr4",3.716768196,3.510743671,3.842672468,6.577328718,3.890023734,4.979020965,4.695183149
"Fcgrt",17.42798404,18.80589027,19.85438109,43.37186879,35.47593378,30.27488505,30.66190726
"Fcho1",0.561966416,1.62553779,0.732781348,1.837368432,1.235471786,1.498645886,1.526506515
"Fcho2",54.62106574,57.07514289,61.46154216,29.01530087,37.28722771,38.25833137,37.62779614
"Fchsd1",5.801726183,7.702112807,7.49460708,4.919590123,4.802603433,5.731216648,5.40773633
"Fchsd2",37.0222625,44.85085268,47.12680862,46.44668218,45.22268224,39.8587261,45.39922386
"Fcmr",2.514431105,16.69700281,2.779212768,6.453528153,2.97343026,6.383741771,4.501913045
"Fcna",8.400683292,9.034750458,0.810641455,19.67848665,24.81665654,24.36109568,16.7314724
"Fcnb",0.015204662,0.029890406,0,0.145345328,0,0.017313917,0
"Fcor",0.222044782,0.474791293,0.236263833,0.185956743,0.263570613,0.201597441,0.242577268
"Fcrl1",1.053390515,7.485765754,0.713932934,5.57242585,3.594783183,4.856163144,2.198742687
"Fcrl5",0.064197456,0.679371008,0.225121629,1.113508957,2.244763293,1.117366648,1.19889546
"Fcrl6",0,0,0.027811136,0,0,0,0
"Fcrla",2.050270929,7.747914949,1.748800629,5.726875867,5.498552975,7.226105432,4.307716065
"Fcrlb",0,0.011703491,0,1.808630998,1.594071085,0.804545981,1.32954057
"Fcrls",1.029406778,0.810673052,0.548250958,6.590190074,8.895073351,5.530747577,6.060758024
"Fcsk",11.9071036,10.15361081,10.49766232,7.864238561,6.359548854,7.570742624,8.75609647
"Fdft1",11.11331824,8.898181456,10.42970859,9.709599161,11.82549614,10.91098452,13.65822974
"Fdps",57.73786165,53.93014356,52.68997347,95.54445151,90.55130007,90.43219403,96.00195941
"Fdx1",22.3041422,22.49663054,20.18314154,41.75975101,34.32114651,33.21225809,31.26120526
"Fdx2",3.791936876,4.146703331,4.339421937,7.405006916,5.130657326,6.080277494,4.885640709
"Fdxacb1",2.83068883,2.744480044,2.719515949,3.522008237,4.05437204,3.725298348,3.908181631
"Fdxr",0.783410369,1.075163685,0.914205033,1.290196915,0.65498927,0.930889526,0.909138689
"Fech",35.28580057,29.93932355,33.22929872,25.96194931,28.05375109,29.05908402,27.30007543
"Fem1a",7.815741263,8.694467545,8.53217638,8.624993706,8.198778409,8.420685944,9.128398891
"Fem1al",0,0.00479717,0.030731064,0.007727274,0,0,0
"Fem1b",39.03950667,38.6100471,39.76620174,34.3689758,34.65696736,34.63812712,32.86683443
"Fem1c",8.037018626,8.522771253,9.581649603,8.001567779,7.75753424,6.790609687,7.891761339
"Fen1",1.53631491,2.318884848,1.555569262,4.924048604,3.998764628,4.496417881,4.112490909
"Fer",3.375289637,3.454909116,3.338387192,3.816087404,3.211230085,3.391925678,3.518696154
"Fer1l4",0.029246751,0.02339193,0.044149504,0.029846143,0,0.112853775,0.071145603
"Fer1l5",6.708435249,6.211212981,7.680982653,3.050874542,4.423039149,4.204662593,3.997027889
"Fer1l6",0.082677703,0.100276989,0.08006552,6.617915831,2.506267194,8.591123856,5.90930715
"Ferd3l",0,0,0,0,0,0,0
"Fermt1",1.473781996,1.513350726,0.924196241,1.207970299,1.309422234,2.374906961,1.784042066
"Fermt2",141.4045583,123.9282744,147.2747875,86.82098728,112.8024063,96.66379947,98.20938454
"Fermt3",10.22626569,17.24102913,10.30571874,17.57736913,13.45220722,18.20815068,20.63040419
"Fes",17.96298727,19.83269693,21.96657817,26.3730233,20.87488973,19.8961389,24.184847
"Fetub",0.853848785,1.105885217,0.768836219,4.033113418,2.660381135,2.456275138,3.792757688
"Fev",0,0,0,0,0,0,0
"Fez1",0.230549315,0.328918017,0.150190429,0.061166543,0.185724275,0.217541963,0.169703366
"Fez2",22.18237907,18.5147746,21.85654996,16.93923274,19.86162376,18.87831144,19.18168129
"Fezf1",0,0.050888461,0,0,0,0,0
"Fezf2",0,0,0,0,0,0,0
"Ffar1",0,0.543038082,0.249981519,0.36951149,0.192552942,0.395616803,0.173228742
"Ffar2",0.228225269,0.477235933,0.649899895,6.691550788,4.833857697,3.897041464,6.769195611
"Ffar3",0,0.013630655,0,0.02804189,0,0.095166481,0.043835342
"Ffar4",7.247587003,6.23378693,7.04237155,9.802369428,8.722844266,8.145807292,11.23643883
"Fga",0.018831647,0.116479731,0.073052981,0.247306001,0.109889582,0.205924609,0.259699933
"Fgb",0,0,0.016665482,0,0,0,0
"Fgd1",1.906902778,1.510914432,1.641883559,1.267621371,0.962650078,0.795266628,1.263403129
"Fgd2",1.378764158,1.485454227,1.453788936,2.630297183,2.026006971,2.143113835,1.540020029
"Fgd3",0.68113451,1.666461075,1.131634753,1.176459329,0.958778997,1.19628435,0.791334299
"Fgd4",3.326194914,3.630614062,3.622519282,2.490599454,2.178071263,2.812183266,2.516402079
"Fgd5",37.20760349,36.2464079,43.87759195,14.47903829,18.29574941,21.42804635,21.15838997
"Fgd6",9.380377237,10.63294521,10.7977047,5.386425673,5.904619731,6.219055327,7.617038133
"Fgf1",94.758311,89.42186274,91.9817939,45.06698536,57.56276657,61.86013451,53.22266403
"Fgf10",2.1784615,1.967710519,2.262096609,1.251452684,1.367233975,1.285557523,1.411354289
"Fgf11",4.24399441,3.567540163,4.447357351,4.124087742,3.914115408,3.662756236,3.916045126
"Fgf12",0.639973126,1.128204426,0.192509805,0.27053312,0.152997894,0.455560808,0.395901729
"Fgf13",0.296227458,0.360853647,0.457409098,0.298376438,0.476099996,0.441289921,0.310271934
"Fgf14",0.130031132,0.214288887,0.133900992,0.090769387,0,0,0.162986987
"Fgf15",0,0,0,0,0,0,0
"Fgf16",0.152169987,0.099392978,0.028538049,0,0,0.14466091,0.150102471
"Fgf17",0.056918085,0.132677633,0.527840447,0,0.540346338,0.066133463,0.405199606
"Fgf18",6.433045534,4.254632129,4.934501069,4.454022992,5.546664665,4.092552354,5.753154711
"Fgf2",2.623770312,2.758106399,2.657368094,1.530693833,1.594619155,1.820497825,1.483838944
"Fgf20",0,0,0,0,0,0,0
"Fgf21",0,0,0,0.017435385,0,0.016954524,0
"Fgf22",0,0,0,0,0,0,0
"Fgf23",0,0.016216456,0,15.14567067,15.23380114,7.246520713,10.95580885
"Fgf3",0,0,0,0,0,0,0
"Fgf4",0,0,0,0.115100331,0,0,0
"Fgf5",0,0.066301647,0,0,0,0,0
"Fgf6",0,0.104283803,0,0,0,0,0
"Fgf7",10.0573712,8.855719414,9.125076898,6.119742477,7.191635386,7.278550595,7.903019396
"Fgf8",0,0,0,0,0,0,0
"Fgf9",0.449409132,0.27396833,0.225497717,0.32274536,0.204135669,0.229228945,0.522529894
"Fgfbp1",10.52869398,9.466046256,8.829579772,2.929087113,4.484535107,6.820683032,5.57453503
"Fgfbp3",1.442203245,1.364823997,1.741983735,0.989028862,1.049788467,1.06218792,0.909766675
"Fgfr1",17.5055415,19.97585421,20.56797963,15.0051185,13.46915868,12.69930606,16.73685486
"Fgfr1op",4.706697972,5.460134295,4.51201673,5.664907881,5.236177451,5.537536848,4.936335188
"Fgfr1op2",23.98918676,25.47527704,24.44405065,26.23172756,24.80586103,27.61726546,22.0428127
"Fgfr2",41.99341443,42.65373251,49.14655687,29.87156722,34.64817684,32.11519961,37.01548793
"Fgfr3",89.07731543,81.93445575,96.38398578,43.06796369,48.59658954,56.22739887,52.65312971
"Fgfr4",17.24787499,12.79244335,19.7427796,6.407314604,8.829031521,7.626449188,11.17786164
"Fgfrl1",6.531227842,5.934783355,6.351747307,3.356297035,3.38904621,3.393620147,4.440277138
"Fgg",0.230752123,0.356540063,0.570119004,0.296547889,0.376543688,0.792553857,0.426922313
"Fggy",0.436598073,0.368771246,0.466875991,0.948107521,0.957308308,0.411190901,0.638182479
"Fgl1",0,0,0.126333453,0.376264704,0.196713489,0.095085051,0.384856062
"Fgl2",26.24443382,37.75848171,37.07908713,75.39783809,68.96681094,65.04360988,72.54790827
"Fgr",2.556853295,2.88712153,3.707232751,8.171789409,6.506306491,6.366119791,9.481563348
"Fh1",8.943578478,9.969313723,7.984041216,15.78165955,12.89632628,14.66817038,12.99974101
"Fhad1",27.67853707,36.2998517,23.32223794,19.72837419,13.74992355,23.88741817,24.46752659
"Fhdc1",27.43715093,31.78654491,27.48915007,11.49157296,12.60315143,16.58503256,17.59607504
"Fhit",0.649552374,0.652703399,0.181997197,0.792049077,0.647124687,0.608078295,0.263191234
"Fhl1",572.6456944,561.2601447,540.7522261,435.7694089,493.406439,437.9061226,432.1217187
"Fhl2",1.505286703,1.879453308,0.657504591,2.367038686,1.157166667,2.117303555,1.582606027
"Fhl3",2.235100197,2.469163943,2.338576443,5.303463993,4.039210755,2.096585281,3.355404677
"Fhl4",0.030059141,0.034918298,0,0.059822743,0.108550243,0.045833647,0.097138495
"Fhl5",0.038629792,0.03542502,0.018654679,0.060697505,0.05638099,0.068325476,0.203073963
"Fhod1",22.67709096,20.50493643,26.00458269,9.898209378,13.52242269,11.6011818,14.96000907
"Fhod3",0.961848496,1.696243942,0.942456219,0.113746119,0.324809334,0.520004223,0.627730386
"Fibcd1",0.127602665,0,0.059893252,0,0,0,0.039548244
"Fibin",32.01861019,32.5590453,37.40101715,17.91852901,21.30073529,23.12073922,18.27993049
"Fibp",8.602099262,9.286482491,8.082792388,11.63563551,9.440948957,11.11204452,10.41085833
"Ficd",14.43001914,15.80661174,21.25803319,13.95090067,12.78021453,21.18279806,20.0054734
"Fig4",3.169087272,3.764416516,3.58132516,8.495416254,7.871911883,7.576759981,6.334035235
"Figla",0,0,0,0,0,0,0
"Fign",2.447188199,2.449534466,3.39026454,1.187493062,1.252148734,1.527497671,1.800665373
"Fignl1",0.37746059,0.565306095,0.225362032,2.400568984,1.809241485,1.92865038,1.643341899
"Fignl2",2.854627494,2.262097598,3.127124629,2.387170097,2.216420404,2.088992091,2.122266924
"Filip1",3.68849299,4.67479664,4.657372592,3.953641137,4.128640999,3.17261281,3.431031398
"Filip1l",115.13969,113.4029983,93.60189334,83.15139715,99.33054687,92.02460756,74.92839762
"Fip1l1",52.99204581,66.45242201,62.95868825,41.43534983,40.33930199,45.09471561,49.27221469
"Fis1",49.80591227,46.43500573,41.69785368,84.53260837,70.51236995,75.64881546,70.58816089
"Fitm1",0.151949216,0.360108766,0.020994705,0,0.079693354,0.210085822,0.096200765
"Fitm2",7.526386679,8.356989184,7.238993688,5.150878789,5.116494259,5.585817513,5.38490576
"Fiz1",13.0803846,12.84926679,14.69481402,12.98330599,12.74270493,12.83628177,12.87754359
"Fjx1",1.825476003,2.61076187,3.016455701,8.351278779,5.540902573,5.260650777,6.171630101
"Fkbp10",4.444948162,4.124683602,4.702927081,4.750500701,4.704200069,4.486266886,4.426403508
"Fkbp11",1.858818036,1.209832106,1.018359157,3.9717003,4.171648923,3.635711324,2.840297087
"Fkbp14",27.40374068,26.0514379,25.84569826,29.71836829,28.4501103,30.47059042,24.68850765
"Fkbp15",79.65081856,86.81585669,90.71168614,60.39064976,57.7046315,59.77418849,63.14412047
"Fkbp1a",369.6866884,308.2844701,331.7036993,331.1263309,333.9051727,326.9687221,337.1655738
"Fkbp1b",4.809108889,5.020711111,4.68695837,3.294560889,4.056687704,3.590690963,3.640816148
"Fkbp2",18.95485889,13.25950617,12.5037257,29.21787508,27.58158979,30.43400653,27.02334577
"Fkbp3",8.653738231,9.119694277,6.398473104,12.30844203,10.32866119,11.15391237,10.02359505
"Fkbp4",301.2290952,213.2213654,224.5683159,164.6792893,198.0726121,225.1209982,204.5580173
"Fkbp5",89.2467282,134.3733806,101.8011032,89.48605384,65.34800889,89.38714591,64.35222254
"Fkbp6",0,0,0.023020593,0,0,0,0
"Fkbp7",9.57550135,8.853710941,6.533305182,10.31419059,13.05917431,12.11723383,10.04984518
"Fkbp8",88.69330611,86.28918973,85.49679715,113.2107354,102.0648413,106.1332492,103.7949833
"Fkbp9",68.8918753,61.25801274,61.57581596,49.36726255,49.71019464,55.75726985,49.84008613
"Fkbpl",0.935377333,0.809938881,0.795608232,1.088710466,0.952578385,1.073656206,1.163694349
"Fkrp",20.99651695,18.75555201,23.268671,18.43936016,18.90204228,16.28080764,10.25315189
"Fktn",18.35624209,23.21248497,21.63968354,14.2976901,15.73146497,15.05568937,15.09302326
"Flacc1",0.00221558,0.017784688,0.021338738,0,0.040635842,0.051604255,0.01697922
"Flad1",2.10334631,2.587117795,2.56040065,2.755172358,2.595097039,2.446823813,2.820133829
"Flcn",23.26152004,16.08217778,24.7658268,12.41587138,10.91804804,17.66154977,17.50245429
"Flg2",0,0,0,0,0,0,0
"Fli1",3.876518355,3.625329999,3.872143295,4.33351392,4.042769108,5.247296064,4.123328237
"Flii",17.69222701,19.36564558,19.62929957,12.73759218,12.85076669,11.93746338,13.92746796
"Flna",57.32895393,69.14652467,63.4443011,49.81514337,51.60473124,49.581134,59.80958595
"Flnb",78.88166687,83.81170641,90.16010057,41.85695291,51.02326727,47.27072942,56.95954902
"Flnc",2.548147727,2.833732083,2.129373195,0.991347399,1.056642283,1.195833465,1.448725045
"Flot1",10.23659579,9.274906325,11.50147571,10.07443156,9.23318659,8.29514406,10.38834605
"Flot2",9.652605166,9.785126037,10.32144573,7.800292426,7.810624521,8.462308441,8.267620746
"Flrt1",0.10413093,0.159049226,0.009610217,0,0,0,0.0324277
"Flrt2",1.483247099,1.794514655,1.136116381,1.185542842,1.132742068,1.347141402,1.096522762
"Flrt3",17.25736434,15.57376579,18.76588291,15.30097204,21.42600299,15.14415748,18.51039146
"Flt1",350.2958186,354.6912255,419.8490072,112.3085948,130.0353112,162.6141915,163.1433217
"Flt3",0.548773176,0.966842004,0.558974787,1.808269246,1.202352521,1.132284301,1.127218246
"Flt3l",2.549583046,3.615719193,2.864004144,2.207793463,2.053183447,2.840937783,2.40695096
"Flt4",18.8471412,19.0993775,23.08542737,7.288385987,8.398056065,8.622491247,9.177209845
"Flvcr1",6.796539833,7.725680534,8.084096556,8.793674812,9.753188482,8.537094737,8.53750516
"Flvcr2",34.81991174,32.24150434,34.31263151,10.2930477,13.11002381,14.18739705,15.06337353
"Flywch1",142.2207381,141.4371163,161.9362982,86.55440139,77.530059,115.3548258,104.7903748
"Flywch2",0.121632842,0.087700661,0.117935406,0.141453034,0.127672378,0.088606147,0.105808123
"Fmc1",1.31962329,1.166616006,1.142376614,2.079545289,1.644161433,1.914470816,1.856315361
"Fmn1",1.510658824,1.856566422,1.406133753,2.022205375,1.941474688,1.962954177,2.32733703
"Fmn2",0.140467749,0.119376833,0.120969992,0.047748531,0.077946989,0.070152951,0.13153637
"Fmnl1",5.886446782,9.719099174,8.151767822,6.533394641,5.101118521,6.250613483,6.346117532
"Fmnl2",23.95049532,22.98442453,29.46367715,22.57479662,23.90943442,24.04395802,24.74158629
"Fmnl3",16.10234475,14.88433859,19.75615096,10.83066454,10.64185043,11.47488637,12.20087349
"Fmo1",231.3757174,205.5747136,221.7433191,142.3071736,159.1155971,158.5980142,151.6864624
"Fmo2",1318.582813,1316.695248,1428.809672,473.9871825,641.9674314,712.5544813,614.8498797
"Fmo3",10.57569173,15.11647275,8.912383252,1.125765329,1.803533277,2.999394361,1.738922916
"Fmo4",3.596272518,4.017996873,4.442136067,2.648671332,1.58771032,2.53674015,1.802899522
"Fmo5",14.92955898,15.66797444,17.0626479,8.751295121,8.074556914,9.275718408,9.271545413
"Fmo6",0.099693814,0.329819379,0.114517291,0.105594224,0.015418069,0.156516545,0.086145146
"Fmo9",0,0,0,0,0,0,0
"Fmod",10.95550415,11.36931508,10.00816393,7.670991319,7.844314461,7.919514958,8.660263694
"Fmr1",9.247536258,10.13416891,9.313586064,8.116583822,7.384896235,7.788354789,7.690677753
"Fmr1nb",0,0,0,0,0.010917363,0,0
"Fn1",117.967472,118.7604378,144.2142989,331.7533221,262.1911481,194.7650065,352.1221033
"Fn3k",0.570800335,0.50425628,0.686417612,0.22336155,0.346185838,0.330569875,0.20062223
"Fn3krp",2.50950121,2.530237576,2.786207987,2.07545603,2.204872754,2.587678969,2.453613346
"Fnbp1",13.77799815,18.26801492,16.63282558,12.08681062,12.00280496,12.68034087,12.08285341
"Fnbp1l",69.14351746,73.33002968,31.95505586,19.03786803,52.22113984,46.91849377,44.76170391
"Fnbp4",10.37370198,12.85720983,12.90811953,7.950835194,9.017139397,8.844016106,8.864237571
"Fnd3c2",0.018344648,0,0,0,0,0,0
"Fndc1",9.608889315,13.742425,10.29947881,6.298585366,3.744899062,6.922721791,4.694014568
"Fndc10",0.611646424,0.780574333,0.76984618,0.955315244,0.805396538,0.841975307,1.227869733
"Fndc11",0.07781457,0.065721142,0.083186881,0.025171648,0.126594761,0.055870852,0.049050584
"Fndc3a",27.63619844,29.32370045,28.58037097,20.7802003,24.54406503,25.03372854,24.1083848
"Fndc3b",37.13629475,40.88222092,44.21429808,36.54733436,37.96498504,33.7151258,36.99906313
"Fndc3c1",0.014413359,0,0.01562202,0,0.077747848,0.164419579,0.017689281
"Fndc4",1.285253995,0.941065491,1.302436226,1.399435805,1.308920285,1.126814856,1.605825101
"Fndc5",2.367016028,3.318161185,0.970154226,2.432052082,1.08211481,1.640836959,1.629759732
"Fndc7",0.940983795,1.442916968,0.979406392,2.07158715,1.639924977,1.078431102,1.635015733
"Fndc8",0.031658302,0.011976104,0.038593422,0.030026567,0,0.017565085,0
"Fndc9",0.018081992,0.174343816,0.047878956,0.050895332,0.078866906,0.105295684,0.076871192
"Fnip1",43.55002918,52.63028984,49.72042541,31.7041024,36.36278742,37.34251884,32.67099078
"Fnip2",15.4264257,15.14332411,17.11063181,11.0677233,11.34888762,10.38166452,12.77355254
"Fnta",15.67438818,14.1592334,13.96177807,14.76808659,14.55212853,15.62196593,15.51100657
"Fntb",4.537638228,4.123589524,3.998488113,4.366243413,4.039695963,4.133592596,4.366124949
"Focad",20.3865711,19.52734191,23.25180949,20.43470633,19.46155093,20.92784006,20.30465678
"Folh1",0.205411329,0.723719237,0.163697211,0,0.035242106,0.17199055,0.184980392
"Folr1",0.055357093,0,0,0,0.133644603,0.152434937,0
"Folr2",1.590471314,1.709399005,0.897318886,13.06214497,10.94287645,10.23186655,13.19893507
"Fopnl",6.573367101,6.86286235,6.038686063,9.256991034,7.881636099,9.144762245,9.716386285
"Fos",13.85369939,17.05174865,18.60940162,20.09737472,22.96235907,17.51609973,18.54104899
"Fosb",0.559704527,0.758398945,0.336783449,0.180911812,0.194791119,0.299829598,0.16048633
"Fosl1",0.04239881,0,0,0.029064327,0.097726891,0.045872058,0.036529129
"Fosl2",31.85462153,34.2343786,40.3888167,42.03799449,45.14678221,37.44784932,44.5922191
"Foxa1",26.88462634,23.64994404,26.66488929,20.53726612,17.26175344,21.01805734,23.24901947
"Foxa2",16.09553766,13.34166025,14.73169387,11.79689228,10.01718364,11.96053998,13.91584095
"Foxa3",0.232549632,0.111620109,0.115023826,2.525307556,1.181656354,2.887841756,1.172781657
"Foxb1",0,0,0,0.024364098,0,0,0
"Foxb2",0,0,0,0.017352423,0,0,0
"Foxc1",0.749497424,1.247799947,0.721611199,0.762696363,0.826559061,0.916587794,0.722832032
"Foxc2",0.263840046,0.228211707,0.279077388,0.162672412,0.183361915,0.187627331,0.15129901
"Foxd1",0.03345114,0,0.073373683,0.019985643,0,0.019305316,0.062067395
"Foxd2",0.25630461,0.308046892,0.347448043,0.179126198,0.18125267,0.17074093,0.313766252
